"sample_size","rho","method","variable","false_positive_rate","type_I_error","Method","Scenario"
500,0.7,"Elastic net: lambda.1se","X19",0.4293,0.006,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X20",0.4346,0.0065,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X6",0.4476,0.0067,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X7",0.4433,0.008,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X8",0.4403,0.0068,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X9",0.4371,0.0074,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X10",0.4079,0.0437,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X11",0.4068,0.0408,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X12",0.4087,0.0403,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X13",0.4141,0.0421,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X14",0.4265,0.0433,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X15",0.4102,0.0399,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X16",0.4132,0.0405,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X17",0.41,0.0413,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X18",0.4136,0.0377,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X19",0.4109,0.0392,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X20",0.4179,0.041,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X6",0.419,0.0406,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X7",0.4127,0.0393,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X8",0.4213,0.0411,"EN min","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.min","X9",0.4105,0.0406,"EN min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X10",0.1806,0.009,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X11",0.1773,0.0081,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X12",0.1784,0.0088,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X13",0.1772,0.0083,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X14",0.1864,0.0096,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X15",0.1786,0.0081,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X16",0.1785,0.0099,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X17",0.1798,0.0087,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X18",0.1781,0.0081,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X19",0.1804,0.0072,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X20",0.1794,0.0082,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X6",0.1852,0.0087,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X7",0.1854,0.0094,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X8",0.1916,0.0077,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.1se","X9",0.1814,0.0093,"LASSO 1se","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X10",0.3524,0.0357,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X11",0.3491,0.0345,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X12",0.3526,0.034,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X13",0.3527,0.0369,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X14",0.3626,0.0369,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X15",0.3513,0.0347,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X16",0.3564,0.0348,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X17",0.3553,0.0367,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X18",0.3534,0.033,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X19",0.3572,0.0356,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X20",0.3553,0.0369,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X6",0.3636,0.0353,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X7",0.3594,0.0355,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X8",0.3614,0.0368,"LASSO min","N = 500, rho = 0.7"
500,0.7,"LASSO: lambda.min","X9",0.354,0.0342,"LASSO min","N = 500, rho = 0.7"
